frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute	
7070	<div class=cover_image_text>	12.911456859971711	0.0	12.911456859971711	https://telex.hu/koronavirus/2020/12/23/hosszu-covid-long-covid-kronikus-faradtsag-szovodmeny https://telex.hu/koronavirus/2020/12/03/utanajartunk-a-jarvany-legfurcsabb-statisztikai-jelensegeinek https://telex.hu/koronavirus/2020/11/23/koronavirus-vakcinak-harmadik-fazis-astrazeneca-szputnyik-v-moderna-pfizer-janssen https://telex.hu/koronavirus/2021/01/20/koronavirus-oltas-kotelezove-teheto-allam-munkaado-asboth-marton-tasz-oltasellenesseg-vakcina https://telex.hu/koronavirus/2020/12/15/allami-hekkerek-is-vivjak-a-vakcinahaborut	bekezdes	default	
23820	<blockquote>	24.6583543240974	1.1250209907640638	0.0	https://telex.hu/koronavirus/2021/01/25/vakcina-nemetorszag-csak-a-65-alattiak-beoltani-oxford-astra-zeneca https://telex.hu/koronavirus/2020/12/03/orban-viktor-covid-19-update-bejelentes-targyalas https://telex.hu/koronavirus/2021/01/19/operativ-torzs-tajekoztato-01-19 https://telex.hu/koronavirus/2021/01/01/jarvany-magyarorszag-adatok-statisztika-uj-halalesetek-fertozottek https://telex.hu/koronavirus/2021/01/11/hende-csaba-onkenteskedik-lazat-mer-a-szombathelyi-korhazban	idezet	default	
6319	<ul>	63.82022471910113	5.387403070106029	0.0	https://telex.hu/koronavirus/2020/11/18/operativ-torzs-tajekoztato-11-18-muller-cecilia https://telex.hu/koronavirus/2020/10/15/koronavirus-szovodmeny-kutatas-agy-sziv-errendszer https://telex.hu/koronavirus/2021/01/24/jarvany-vakcina-oltas-magyar-kormany-brusszelezes-europai-unio-kinai-orosz-vakcina-pfizer-astrazeneca https://telex.hu/koronavirus/2020/12/19/koronavirus-lezarasok-korlatozasok-anglia-svajc-europa https://telex.hu/koronavirus/2020/12/22/koronavirus-percrol-percre-magyarorszag-vilagszerte-5/elo	lista	default	
29448	<li>	15.251392284705243	0.21678891605541972	14.0269967400163	https://telex.hu/koronavirus/2020/11/10/rendkivuli-jogrend-kijarasi-korlatozas-rendelet-veszelyhelyzet https://telex.hu/koronavirus/2021/01/06/koronavirus-gyujtocik-magyarorszag-kulfold-roviden https://telex.hu/koronavirus/2020/12/03/koronavirus-percrol-percre-pp-magyarorszag-vilagszerte-1/elo https://telex.hu/koronavirus/2021/01/07/az-elso-negy-idosotthon-lakoinak-csak-43-szazaleka-kert-az-oltasbol https://telex.hu/koronavirus/2020/11/03/adatok-koronavirus-magyarorszag-fertozottek	listaelem	default	
6001	<p class=bold article__lead>	43.68005332444593	0.00016663889351774705	43.67972004665889	https://telex.hu/koronavirus/2021/03/07/8-40-kor-mar-kilometeres-sor-allt-a-soroksari-ikea-elott-1 https://telex.hu/koronavirus/2021/03/05/osszellenzek-a-kormany-osztalyzata-elegtelen-de-ha-ez-nem-lenne-eleg https://telex.hu/koronavirus/2020/12/28/1094-en-kaptak-meg-eddig-a-vedooltast-magyarorszagon https://telex.hu/koronavirus/2021/01/21/szputnyik-v-gyartas-szallitas-magyarorszag https://telex.hu/sport/2021/01/16/australian-open-47-teniszezo-ket-het-karanten-hotel-charter-jarat-koronavirus-covid	vez_bekezdes	default	
1665	<div class=framed-content>	92.53393393393394	7.084684684684684	0.0	https://telex.hu/koronavirus/2020/10/03/koronavirus-magyarorszag-elorejelzes-tetozes-halaleset https://telex.hu/koronavirus/2020/10/29/pozitiv-tesztek-szama-aranya-statisztika-grafikon-koronavirus-covid https://telex.hu/koronavirus/2020/11/03/adatok-koronavirus-magyarorszag-fertozottek https://telex.hu/koronavirus/2020/10/28/koronavirus-magyarorszag-napi-adatok-fertozottek https://telex.hu/koronavirus/2020/10/05/nem-akarja-beoltatni-magat-a-magyarok-nagyobb-resze	doboz	default	
17465	<h2>	4.771142284569138	0.08565702834239908	4.34715144574864	https://telex.hu/koronavirus/2020/12/27/paratartalom-jarvany-terjedes-cseppecske-parasito-kutatas https://telex.hu/koronavirus/2020/12/11/vakcina-oltas-logisztika-hutes-tarolas-szallitas-magyar-oltasi-stratagia-oltasi-terv-pfizer-biontech-astrazeneca https://telex.hu/koronavirus/2020/11/08/muller-cecilia-higienes-szabalyok-felelosseg https://telex.hu/koronavirus/2020/11/19/europai-unio-orosz-vakcina-figyelmeztetes https://telex.hu/koronavirus/2020/12/25/a-nemetek-ketharmada-kesz-beoltatni-magat	cimsor	default	
1037	<h3>	5.10221793635487	0.3008678881388621	3.7531340405014464	https://telex.hu/koronavirus/2021/05/08/ingyen-covid-teszteles-az-iskolasoknak-pestszentlorincen https://telex.hu/belfold/2021/05/24/szabalyok-5-millio-oltas-vedettsegi-igazolvany-maszk https://telex.hu/tech/2021/04/30/kormany-kibertamadas-tulterheleses-terheleses-tamadas-ddos-vakcina-oltas-regisztracio-idopontfoglalas-osszeomlas https://telex.hu/belfold/2021/05/17/operativ-torzs-majus-17-hetfo https://telex.hu/koronavirus/2021/05/20/megvan-a-megallapodas-az-eu-s-covid-igazolvanyrol-a-keleti-vakcinakra-nem-vonatkozik	cimsor	default	
7	<a ad= content-type=ad href=@LINK placeholder= target=@target>	1.0	0.0	1.0	https://telex.hu/koronavirus/2021/01/04/tomeglelegezteto-magyar-kutatas-massventil	hivatkozas	href	
1478	<u>	5.525710419485792	0.0	5.525710419485792	https://telex.hu/koronavirus/2020/11/07/szlavik-janos-koronavirus-tomeges-teszteles-oltoanyag-korhazak https://telex.hu/koronavirus/2020/12/24/koronavirus-csutortok-adatok https://telex.hu/koronavirus/2020/12/25/elso-franciaorszagi-eset-a-koronavirus-angliai-valtozatabol https://telex.hu/koronavirus/2020/12/13/nemetorszag-koronavirus-korlatozas-zaras-iskolak-uzletek-karacsony https://telex.hu/koronavirus/2021/01/04/operativ-torzs-tajekoztato-01-04	alahuzott	default	
63	<span class=__cf_email__ data-cfemail=@LONG>	2.0	0.0	2.0	https://telex.hu/koronavirus/2020/11/03/kora-este-jelenti-be-az-ujabb-jarvanyugyi-szigoritasokat-orban-viktor https://telex.hu/koronavirus/2020/12/01/covid-koronavirus-tunetek-gyogyulas-laz-izomfajdalom-ido-szaglas-tortenet-naplo https://telex.hu/koronavirus/2020/11/03/adatok-koronavirus-magyarorszag-fertozottek https://telex.hu/koronavirus/2020/10/14/koronavirus-karanten-iskola-orvos-igazolas-tappenz-teszt-korhaz https://telex.hu/koronavirus/2020/11/09/covid-sztorik-koronavirus-korhaz-iskola-korterem-teszteles-haziorvos	default	default	
329	<figure class=table>	29.367781155015198	62.10030395136778	0.0	https://telex.hu/koronavirus/2021/04/01/szputnyik-v-orosz-vakcina-oltas-szallitmanyok-adagok-mennyiseg-hany-fonek-eleg-adatok-szamok https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid	unwrap	default	
330	<table>	29.29090909090909	60.93939393939394	0.0	https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid	table_text	default	
3753	<tr>	3.4838795630162536	4.2001065814015455	0.0	https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid	sor	default	
330	<tbody>	28.427272727272726	55.00909090909091	0.0	https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid	unwrap	default	
7385	<td class=right>	1.4682464454976303	0.0	1.4682464454976303	https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid	oszlop	default	
6613	<td>	1.819597761983971	0.09919854831392712	1.6986239225767428	https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid https://telex.hu/koronavirus/2020/10/26/influenza-deli-felteke-oltas-covid	oszlop	default	
138	<s>	2.253623188405797	0.09420289855072464	1.8115942028985508	https://telex.hu/koronavirus/2021/05/07/oltasi-terv-7-millio-beoltott-majus-7-chart https://telex.hu/koronavirus/2021/04/29/oltasi-terv-7-millio-beoltott-aprilis-29-chart https://telex.hu/koronavirus/2021/05/06/oltasi-terv-7-millio-beoltott-majus-6-chart https://telex.hu/koronavirus/2021/05/09/oltasi-terv-7-millio-beoltott-majus-9 https://telex.hu/koronavirus/2021/05/05/oltasi-terv-7-millio-beoltott-majus-5-chart	athuzott	default	
354	<ol>	65.49435028248588	5.053672316384181	0.0	https://telex.hu/gazdasag/2021/03/10/a-covid-lathatatlan-szektorokra-is-lesujtott-az-allam-minket-elfelejtett	lista	default	
178	<div id=liveblog-items-container>	663.0224719101124	24.471910112359552	0.0	https://telex.hu/koronavirus/2020/12/10/koronavirus-percrol-percre-magyarorszag-kulfold-2/elo https://telex.hu/koronavirus/2020/11/13/koronavirus-percrol-percre-magyarorszag-vilagszerte/elo https://telex.hu/koronavirus/2020/12/05/koronavirus-vilagszerte-adatok/elo https://telex.hu/koronavirus/2020/11/11/koronavirus-pp-vilagszerte-magyarorszag-1/elo https://telex.hu/koronavirus/2020/12/23/nem-csillapodik-a-jarvany-a-magyarok-megis-megrohamoztak-az-uzleteket/elo	default	default	
47	<a class=__cf_email__ data-cfemail=@LONG href=@LINK>	2.0	0.0	2.0	https://telex.hu/koronavirus/2020/11/07/egy-nap-alatt-130-ezer-uj-fertozottet-talaltak-az-egyesult-allamokban/elo https://telex.hu/koronavirus/2020/12/18/magyarorszag-jarvany-fertozes-koronavirus-napi-adat https://telex.hu/koronavirus/2020/12/18/koronavirus-percrol-percre-magyarorszag-kulfold-3/elo https://telex.hu/koronavirus/2020/11/09/covid-sztorik-koronavirus-korhaz-iskola-korterem-teszteles-haziorvos https://telex.hu/koronavirus/2021/01/26/gerendai-karoly-koronavirus-vendeglatohely-etterem-jarvanyugyi-korlatozasok	hivatkozas	href	
8	<figure class=image @STYLE>	6.5	2.375	0.0	https://telex.hu/belfold/2020/11/13/500-meter-kijarasi-tilalom-kutyasetaltatas-terkep	media_tartalom	default	
