frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute	
1	<megc>	187	3	186	https://itthon.transindex.ro/?cikk=35	default	default	
1	<meggugulunk>	32	2	30	https://tech.transindex.ro/?hir=6197	default	default	
1	<most a= cs= el= hat= hogy= kell= meg= mennyit= mit= pr= szabads= tehet=>	161	3	161	https://itthon.transindex.ro/?hir=851	default	default	
1	<munka k=>	245	17	241	https://itthon.transindex.ro/?cikk=10221	default	default	
1	<ne keresnek= titeket=>	31	0	31	https://multikult.transindex.ro/?cikk=12479	default	default	
7436	<noscript>	7.934238838	1.008472297	6.940962883	https://multikult.transindex.ro/?cikk=9225 https://eletmod.transindex.ro/?cikk=21199 https://eletmod.transindex.ro/?cikk=24272 https://multikult.transindex.ro/?cikk=11576 https://itthon.transindex.ro/?cikk=9689	default	default	
39	<object classid=@LONG codebase=@LINK height=@STYLE width=@STYLE>	9	7	0	https://eletmod.transindex.ro/?cikk=3659 https://multikult.transindex.ro/?cikk=3292 https://eletmod.transindex.ro/?cikk=3570 https://eletmod.transindex.ro/?cikk=5759 https://eletmod.transindex.ro/?cikk=3545	default	default	
39	<object data=@LONG height=@STYLE type=application/x-shockwave-flash width=@STYLE>	9	3	9	https://sarm.transindex.ro/?cikk=3047 https://sarm.transindex.ro/?cikk=3855 https://eletmod.transindex.ro/?cikk=3882 https://eletmod.transindex.ro/?cikk=3659 https://eletmod.transindex.ro/?cikk=3717	default	default	
1	<p dir=ltr lang=cs>	18	1	17	https://vilag.transindex.ro/?hir=36822	default	default	
2	<p dir=ltr lang=da>	15	1.5	14	https://vilag.transindex.ro/?hir=28438 https://vilag.transindex.ro/?hir=34650	default	default	
19	<p dir=ltr lang=de>	20.73684211	3.526315789	18.21052632	https://vilag.transindex.ro/?hir=31390 https://vilag.transindex.ro/?hir=26352 https://multikult.transindex.ro/?hir=11402 https://vilag.transindex.ro/?cikk=25455 https://vilag.transindex.ro/?cikk=25719	bekezdes	default	
870	<p dir=ltr lang=en>	18.4045977	2.945977011	16.30229885	https://vilag.transindex.ro/?hir=28766 https://vilag.transindex.ro/?cikk=27682 https://vilag.transindex.ro/?hir=37638 https://eletmod.transindex.ro/?hir=22352 https://vilag.transindex.ro/?cikk=28713	bekezdes	default	
21	<p dir=ltr lang=es>	12.80952381	3.047619048	10	https://vilag.transindex.ro/?hir=37643 https://vilag.transindex.ro/?hir=31930 https://vilag.transindex.ro/?hir=25936 https://vilag.transindex.ro/?hir=28294 https://itthon.transindex.ro/?hir=45617	bekezdes	default	
1	<p dir=ltr lang=et>	13	6	8	https://itthon.transindex.ro/?hir=40864	default	default	
44	<p dir=ltr lang=fr>	16.88636364	3.659090909	14.52272727	https://itthon.transindex.ro/?hir=47053 https://eletmod.transindex.ro/?hir=22515 https://eletmod.transindex.ro/?hir=24576 https://eletmod.transindex.ro/?hir=22707 https://vilag.transindex.ro/?hir=36792	bekezdes	default	
1	<p dir=ltr lang=hi>	15	7	9	https://vilag.transindex.ro/?hir=28867	default	default	
7	<p dir=ltr lang=hu>	15.57142857	2.714285714	13.42857143	https://itthon.transindex.ro/?hir=45981 https://multikult.transindex.ro/?hir=11717 https://vilag.transindex.ro/?hir=37642 https://itthon.transindex.ro/?cikk=26471 https://vilag.transindex.ro/?hir=32137	default	default	
2	<p dir=ltr lang=in>	4.5	1.5	3	https://eletmod.transindex.ro/?hir=21681 https://eletmod.transindex.ro/?hir=24850	default	default	
1	<p dir=ltr lang=is>	12	4	11	https://multikult.transindex.ro/?hir=11402	default	default	
16	<p dir=ltr lang=it>	16.5	3.1875	14.125	https://vilag.transindex.ro/?hir=29521 https://vilag.transindex.ro/?hir=37095 https://vilag.transindex.ro/?hir=35142 https://eletmod.transindex.ro/?hir=21748 https://vilag.transindex.ro/?hir=29708	bekezdes	default	
8	<p dir=ltr lang=nl>	14.625	3.625	14.125	https://vilag.transindex.ro/?hir=34400 https://vilag.transindex.ro/?hir=29324 https://vilag.transindex.ro/?hir=34701 https://vilag.transindex.ro/?hir=28406 https://vilag.transindex.ro/?hir=28438	default	default	
4	<p dir=ltr lang=no>	22.5	1.75	20.75	https://eletmod.transindex.ro/?hir=21963 https://vilag.transindex.ro/?hir=28844 https://eletmod.transindex.ro/?hir=23068 https://multikult.transindex.ro/?hir=9644	default	default	
1	<p dir=ltr lang=pl>	7	1	6	https://vilag.transindex.ro/?hir=36765	default	default	
2	<p dir=ltr lang=pt>	19	2.5	18	https://vilag.transindex.ro/?hir=30544 https://vilag.transindex.ro/?hir=35710	default	default	
9	<p dir=ltr lang=ro>	24.11111111	2.666666667	22.88888889	https://itthon.transindex.ro/?hir=44326 https://eletmod.transindex.ro/?hir=23725 https://eletmod.transindex.ro/?hir=22556 https://itthon.transindex.ro/?hir=50116 https://vilag.transindex.ro/?hir=37368	default	default	
8	<p dir=ltr lang=ru>	13.5	3.375	10.875	https://vilag.transindex.ro/?hir=31281 https://multikult.transindex.ro/?hir=10890 https://vilag.transindex.ro/?hir=36483 https://vilag.transindex.ro/?hir=34145 https://vilag.transindex.ro/?hir=34619	default	default	
1	<p dir=ltr lang=sr>	11	2	9	https://vilag.transindex.ro/?hir=25821	default	default	
2	<p dir=ltr lang=sv>	21	4	19	https://eletmod.transindex.ro/?hir=23861 https://vilag.transindex.ro/?hir=31057	default	default	
6	<p dir=ltr lang=tr>	16	2.833333333	16	https://vilag.transindex.ro/?hir=29404 https://itthon.transindex.ro/?hir=62359 https://vilag.transindex.ro/?hir=32007 https://vilag.transindex.ro/?hir=27183	default	default	
2	<p dir=ltr lang=uk>	21	2.5	19	https://vilag.transindex.ro/?hir=35452 https://vilag.transindex.ro/?hir=29213	default	default	
21	<p dir=ltr lang=und>	5	2.80952381	2.285714286	https://vilag.transindex.ro/?hir=37529 https://eletmod.transindex.ro/?hir=24118 https://vilag.transindex.ro/?hir=31818 https://multikult.transindex.ro/?cikk=25824 https://eletmod.transindex.ro/?hir=21638	bekezdes	default	
1	<p dir=ltr lang=zh>	9	5	4	https://eletmod.transindex.ro/?hir=21342	default	default	
1	<p dir=rtl lang=ar>	11	2	9	https://eletmod.transindex.ro/?hir=21185	default	default	
30285	<p style=@STYLE>	10.18428265	1.980452369	0.04678883936	https://itthon.transindex.ro/?hir=32380 https://itthon.transindex.ro/?hir=58713 https://multikult.transindex.ro/?hir=9618 https://itthon.transindex.ro/?hir=55878 https://vilag.transindex.ro/?cikk=14310	default	default	
163806	<p>	46.64047105	2.523204278	43.54878942	https://itthon.transindex.ro/?hir=57355 https://itthon.transindex.ro/?hir=36245 https://itthon.transindex.ro/?hir=39202 https://eletmod.transindex.ro/?hir=7560 https://itthon.transindex.ro/?hir=52143	bekezdes	default	
1	<politikai akaratuk= kinyilv=>	218	6	216	https://itthon.transindex.ro/?hir=47086	default	default	
1	<rend>	113	7	107	https://tech.transindex.ro/?hir=8954	default	default	
1	<script id=trfc_trafic_script type=text/javascript>	45	0	45	https://itthon.transindex.ro/?hir=63583	default	default	
1210	<script language=JavaScript>	183	0	183	https://tech.transindex.ro/?hir=8429 https://tech.transindex.ro/?hir=9169 https://tech.transindex.ro/?hir=9072 https://tech.transindex.ro/?hir=9272 https://tech.transindex.ro/?hir=8893	default	default	
7423	<script type=text/javascript>	1.097265257	0	1.097265257	https://eletmod.transindex.ro/?cikk=16009 https://eletmod.transindex.ro/?cikk=14962 https://eletmod.transindex.ro/?cikk=24279 https://itthon.transindex.ro/?hir=31813 https://eletmod.transindex.ro/?cikk=11086	default	default	
718	<script>	21.23955432	0	21.23955432	https://itthon.transindex.ro/?cikk=26661 https://eletmod.transindex.ro/?hir=20396 https://eletmod.transindex.ro/?cikk=28108 https://multikult.transindex.ro/?cikk=25250 https://itthon.transindex.ro/?hir=57699	default	default	
1	<section class=@NUM>	111	44	0	https://itthon.transindex.ro/?hir=63583	default	default	
1	<section class=ezmegvolt>	6	5	0	https://itthon.transindex.ro/?hir=63583	default	default	
1	<section class=idogep>	11	8	0	https://itthon.transindex.ro/?hir=63583	default	default	
1	<section class=latest-posts>	48	30	0	https://itthon.transindex.ro/?hir=63583	default	default	
22169	<section class=lead>	19.90653615	1.000045108	0	https://eletmod.transindex.ro/?cikk=7668 https://itthon.transindex.ro/?cikk=23768 https://itthon.transindex.ro/?cikk=9729 https://eletmod.transindex.ro/?cikk=153 https://eletmod.transindex.ro/?cikk=23978	vez_bekezdes	default	
412	<section class=poll>	28.56067961	23.08737864	0	https://itthon.transindex.ro/?cikk=4423 https://sarm.transindex.ro/?cikk=5803 https://itthon.transindex.ro/?cikk=1147 https://itthon.transindex.ro/?cikk=15975 https://sarm.transindex.ro/?cikk=2666	kviz	default	
93278	<section class=related>	29.2116469	10.53400587	0	https://vilag.transindex.ro/?hir=7986 https://itthon.transindex.ro/?hir=55207 https://vilag.transindex.ro/?hir=18598 https://eletmod.transindex.ro/?hir=17018 https://itthon.transindex.ro/?hir=13745	decompose	default	kapcsolódó cikkek. decompose?
157482	<section class=text>	237.1563036	18.57539274	173.0349754	https://vilag.transindex.ro/?hir=508 https://eletmod.transindex.ro/?hir=2178 https://itthon.transindex.ro/?hir=52194 https://itthon.transindex.ro/?hir=58819 https://eletmod.transindex.ro/?cikk=4149	default	default	ez a cikktörzs
1	<section id=select-city>	11	23	0	https://itthon.transindex.ro/?hir=63583	default	default	
1	<section>	14	9	0	https://eletmod.transindex.ro/?hir=25043	default	default	
44364	<small>	1.001262285	0.00058606077	0.9995266432	https://eletmod.transindex.ro/?cikk=2424 https://eletmod.transindex.ro/?cikk=3754 https://multikult.transindex.ro/?cikk=20105 https://multikult.transindex.ro/?cikk=22622 https://eletmod.transindex.ro/?cikk=6507	default	default	
29	<span class=@LINK>	8.931034483	0.6206896552	8.448275862	https://welemeny.transindex.ro/?cikk=14156 https://vilag.transindex.ro/?cikk=7101 https://multikult.transindex.ro/?cikk=20702 https://multikult.transindex.ro/?hir=10761 https://tech.transindex.ro/?hir=8390	hivatkozas	default	
1	<span class=@NUM>	7	0	7	https://tech.transindex.ro/?cikk=6925	default	default	
10410	<span class=@STYLE>	14.15264169	0.09269932757	14.01690682	https://itthon.transindex.ro/?hir=60947 https://itthon.transindex.ro/?hir=56223 https://itthon.transindex.ro/?hir=64229 https://vilag.transindex.ro/?hir=36592 https://itthon.transindex.ro/?cikk=27460	kiemelt	default	
11	<span class=boldogszov>	30.81818182	2.727272727	28.90909091	https://eletmod.transindex.ro/?cikk=4783 https://itthon.transindex.ro/?cikk=4984 https://itthon.transindex.ro/?cikk=4811 https://eletmod.transindex.ro/?cikk=5559 https://itthon.transindex.ro/?cikk=5349	bekezdes	default	
1	<span class=bordo>	3	0	3	https://eletmod.transindex.ro/?cikk=3680	default	default	
64730	<span class=bordocim>	7.658643596	0.1007569906	7.592321953	https://eletmod.transindex.ro/?cikk=20915 https://multikult.transindex.ro/?cikk=2076 https://multikult.transindex.ro/?cikk=10266 https://eletmod.transindex.ro/?cikk=26810 https://multikult.transindex.ro/?cikk=25255	cimsor	default	
2	<span class=BORDOCIM>	3.5	0	3.5	https://eletmod.transindex.ro/?cikk=5458	default	default	
1	<span class=date data-time=2021-05-22 19:34:42>	2	0	2	https://itthon.transindex.ro/?hir=63583	default	default	
1	<span class=desc>	1	0	1	https://itthon.transindex.ro/?hir=63583	default	default	
5906	<span class=description>	5.51794785	0.01760921097	5.504910261	https://eletmod.transindex.ro/?cikk=28989 https://eletmod.transindex.ro/?cikk=1681 https://itthon.transindex.ro/?hir=57634 https://think.transindex.ro/?cikk=27697 https://multikult.transindex.ro/?cikk=7462	default	default	
21	<span class=elval>	26.23809524	11.23809524	5.619047619	https://tech.transindex.ro/?cikk=1123 https://tech.transindex.ro/?cikk=1124 https://tech.transindex.ro/?cikk=1122 https://tech.transindex.ro/?cikk=25983 https://tech.transindex.ro/?cikk=338	default	default	
35	<span class=fehercim>	9.542857143	0.4571428571	9.4	https://multikult.transindex.ro/?cikk=23493 https://eletmod.transindex.ro/?cikk=22068 https://tech.transindex.ro/?cikk=14689 https://eletmod.transindex.ro/?cikk=16458 https://sarm.transindex.ro/?cikk=4699	kiemelt	default	
2420	<span class=InputSzoveg>	2	0	2	https://tech.transindex.ro/?hir=8834 https://sarm.transindex.ro/?cikk=10085 https://tech.transindex.ro/?hir=8501 https://tech.transindex.ro/?hir=9144 https://tech.transindex.ro/?hir=8989	default	default	komment szekció email és név megadó rész
1	<span class=int-own-work lang=de>	2	0	2	https://vilag.transindex.ro/?hir=36316	default	default	
7	<span class=int-own-work lang=en>	2	0	2	https://vilag.transindex.ro/?hir=35853 https://vilag.transindex.ro/?hir=35622 https://eletmod.transindex.ro/?cikk=25704 https://eletmod.transindex.ro/?hir=24599 https://eletmod.transindex.ro/?hir=24621	default	default	
7891	<span class=kekcim>	4.831326828	0.03662400203	4.801419338	https://eletmod.transindex.ro/?cikk=1837 https://eletmod.transindex.ro/?cikk=3880 https://itthon.transindex.ro/?cikk=8534 https://eletmod.transindex.ro/?cikk=3088 https://multikult.transindex.ro/?cikk=2077	cimsor	default	
1	<span class=kekim>	2	0	2	https://itthon.transindex.ro/?cikk=4506	default	default	
45	<span class=magazinszoveg>	128.8	4.222222222	125.0444444	https://multikult.transindex.ro/?cikk=10503 https://itthon.transindex.ro/?cikk=6019 https://eletmod.transindex.ro/?cikk=4405 https://itthon.transindex.ro/?cikk=7274 https://itthon.transindex.ro/?cikk=6916	bekezdes	default	
1	<span class=MagazinSzoveg>	27	1	26	https://multikult.transindex.ro/?cikk=9600	default	default	
1422	<span class=navlink>	14.77988748	0.4599156118	14.21940928	https://eletmod.transindex.ro/?cikk=3269 https://tech.transindex.ro/?cikk=7625 https://eletmod.transindex.ro/?cikk=5033 https://tech.transindex.ro/?cikk=4658 https://eletmod.transindex.ro/?cikk=3876	default	default	ebben mindíg dátum van egy címsor alatt
10	<span class=number>	1	0	1	https://itthon.transindex.ro/?hir=63583	default	default	
1	<span class=plainlinks>	3	1	0	https://vilag.transindex.ro/?hir=36201	default	default	
15	<span class=text>	10	0.6666666667	2.933333333	https://itthon.transindex.ro/?hir=63583	default	default	
7	<span class=trdeflink>	33.42857143	0	33.42857143	https://eletmod.transindex.ro/?cikk=4498	default	default	
102	<span class=writer>	16.94117647	0.3823529412	16.14705882	https://eletmod.transindex.ro/?cikk=24968 https://vilag.transindex.ro/?cikk=24789 https://think.transindex.ro/?cikk=28676 https://vilag.transindex.ro/?hir=37467 https://welemeny.transindex.ro/?cikk=26630	default	default	
1421	<span class=zoldcim>	3.526389866	0.07811400422	3.51372273	https://eletmod.transindex.ro/?cikk=165 https://eletmod.transindex.ro/?cikk=3442 https://eletmod.transindex.ro/?cikk=2060 https://itthon.transindex.ro/?cikk=1611 https://itthon.transindex.ro/?cikk=2073	cimsor	default	
1210	<span id=megj>	3	0	3	https://sarm.transindex.ro/?cikk=14612 https://tech.transindex.ro/?hir=8388 https://tech.transindex.ro/?hir=9232 https://tech.transindex.ro/?hir=8841 https://tech.transindex.ro/?hir=8682	default	default	ez eltűnik a CikkHozzaszolas decompose-al
30504	<span style=@STYLE>	1.00291765	0.0009834775767	1.00278652	https://eletmod.transindex.ro/?cikk=24889 https://itthon.transindex.ro/?hir=58742 https://multikult.transindex.ro/?cikk=14711 https://itthon.transindex.ro/?hir=41071 https://itthon.transindex.ro/?hir=55615	default	default	
22216	<span>	2.005761613	0.003916096507	2.000450126	https://itthon.transindex.ro/?cikk=6828 https://eletmod.transindex.ro/?cikk=9416 https://itthon.transindex.ro/?cikk=372 https://eletmod.transindex.ro/?cikk=609 https://eletmod.transindex.ro/?cikk=1518	default	default	
2636	<strong>	1.014036419	0.001896813354	1.004552352	https://eletmod.transindex.ro/?cikk=2631 https://eletmod.transindex.ro/?cikk=18349 https://itthon.transindex.ro/?cikk=14032 https://think.transindex.ro/?cikk=28049 https://think.transindex.ro/?cikk=26469	felkover	default	
1	<style>	13	0	13	https://eletmod.transindex.ro/?cikk=27157	default	default	
4	<svg style=@STYLE viewbox=0 0 32 32 xmlns=@LINK>	1	2	0	https://vilag.transindex.ro/?hir=35619 https://vilag.transindex.ro/?hir=35718 https://itthon.transindex.ro/?hir=58612 https://itthon.transindex.ro/?hir=58611	default	default	
1	<sz>	175	11	171	https://vilag.transindex.ro/?hir=10783	default	default	
78	<table>	12.64102564	20.30769231	0	https://eletmod.transindex.ro/?cikk=3570 https://eletmod.transindex.ro/?cikk=4833 https://eletmod.transindex.ro/?cikk=6252 https://eletmod.transindex.ro/?cikk=3545 https://eletmod.transindex.ro/?cikk=3717	table_text	default	
39	<td class=magimgbox>	12.64102564	16.30769231	0	https://eletmod.transindex.ro/?cikk=3882 https://multikult.transindex.ro/?cikk=3354 https://multikult.transindex.ro/?cikk=3292 https://eletmod.transindex.ro/?cikk=3201 https://eletmod.transindex.ro/?cikk=3489	oszlop	default	
78	<td class=magimgtext>	1.820512821	0.6538461538	1.820512821	https://tech.transindex.ro/?cikk=5516 https://eletmod.transindex.ro/?cikk=5652 https://multikult.transindex.ro/?cikk=3316 https://eletmod.transindex.ro/?cikk=2957 https://eletmod.transindex.ro/?cikk=3882	oszlop	default	
117	<td>	3	3.333333333	0	https://eletmod.transindex.ro/?cikk=5759 https://eletmod.transindex.ro/?cikk=3391 https://multikult.transindex.ro/?cikk=3316 https://eletmod.transindex.ro/?cikk=3545 https://eletmod.transindex.ro/?cikk=2957	oszlop	default	
246	<time datetime=@NUM style=@STYLE>	6.146341463	0	6.146341463	https://vilag.transindex.ro/?hir=34902 https://eletmod.transindex.ro/?hir=20607 https://vilag.transindex.ro/?hir=34631 https://eletmod.transindex.ro/?hir=24003 https://multikult.transindex.ro/?hir=9705	default	default	
4	<title>	1	0	1	https://vilag.transindex.ro/?hir=35619 https://itthon.transindex.ro/?hir=58611 https://itthon.transindex.ro/?hir=58612 https://vilag.transindex.ro/?hir=35718	default	default	
195	<tr>	5.056410256	7.123076923	0	https://tech.transindex.ro/?cikk=5516 https://eletmod.transindex.ro/?cikk=4833 https://eletmod.transindex.ro/?cikk=3717 https://multikult.transindex.ro/?cikk=3316 https://tech.transindex.ro/?cikk=5502	sor	default	
3	<ul class=@columnNUM>	6.666666667	11.33333333	0	https://itthon.transindex.ro/?hir=63583	lista	default	
1	<ul id=@klikkNUM>	54	20	0	https://itthon.transindex.ro/?hir=63583	lista	default	
1	<ul id=@NUM style=@STYLE>	54	20	0	https://itthon.transindex.ro/?hir=63583	lista	default	
3	<ul>	22.33333333	15.33333333	0	https://itthon.transindex.ro/?hir=63583	lista	default	
1	<vad rendezv= szervez=>	59	0	59	https://eletmod.transindex.ro/?hir=497	default	default	
